email_id,sender_domain_reputation_score,sender_temp_email_likelihood,content_profanity_score,content_urgency_score,content_suspicious_phrases_count,content_personal_info_requests,sender_domain_age_days,sender_suspicious_tld,ip_geolocation_risk,sender_email_length,recipient_interaction_history,attachment_types,attachment_count,url_shorteners_used,domain_in_subject,time_of_day_sent,bulk_email_indicators,reply_to_mismatch,grammar_errors_count,caps_lock_percentage,special_char_frequency,encoding_anomalies,header_anomalies,authentication_misalignment,recipient_count,cc_bcc_ratio,embedded_images_count,script_tags_present,form_elements_present,link_text_mismatch,domain_typosquatting,brand_impersonation_score,urgency_keywords,financial_keywords_count,offer_keywords_count,threat_keywords_count,html_complexity_score,text_html_ratio,attachment_hash_suspicious,macro_enabled_files,executable_attachments,archive_files_present,attachment_size_mb,sender_frequency_24h,recipient_frequency_24h,bounce_rate,domain_freshness_days,spf_record_exists,dkim_signature_present,dmarc_policy,ip_reputation_score,sender_email_free_provider,recipient_domain_match,link_redirect_chains,url_domain_mismatch,ssl_certificate_valid,days_since_domain_registered,email_client_suspicious,language_mismatch,geo_location_mismatch,time_zone_mismatch,duplicate_recipients,max_metadata_suspicious_score,total_embedded_file_count,max_suspicious_string_entropy_score,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,request_type,spf_result,dkim_result,dmarc_result,dmarc_enforced,Classification
email_065,0.85,0.09,0.04,0.22,1,0,1412,0,0.15,25,1,none,0,0,0,16,0,0,2,0.04,0.05,0,0,0,1,0,0,0,0,0,0,0.04,1,0,0,0,0.26,0.37,0,0,0,0,0,3,2,0.04,1412,1,1,reject,0.87,0,1,0,0,1,1412,0,0,0,0,0,0.09,0,0,0.81,0.85,0.83,meeting_request,pass,pass,pass,1,No Action
email_066,0.96,0.00,0.00,0.03,0,0,4345,0,0.02,15,1,xlsx,1,0,0,9,0,0,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.11,0.54,0,0,0,0,2.5,1,1,0.00,4345,1,1,quarantine,0.99,0,1,0,0,1,4345,0,0,0,0,0,0.01,1,0,0.95,0.98,0.97,document_download,pass,pass,pass,1,No Action
email_067,0.81,0.14,0.08,0.33,3,0,621,0,0.22,31,0,none,0,0,0,18,1,0,4,0.08,0.09,0,0,0,3,0.1,0,0,0,0,0,0.08,2,2,1,0,0.39,0.29,0,0,0,0,0,5,4,0.08,621,1,1,reject,0.77,0,0,0,0,1,621,0,0,0,0,0,0.11,0,1,0.76,0.77,0.76,none,pass,pass,pass,1,No Action
email_068,0.89,0.05,0.02,0.15,0,0,2567,0,0.11,21,1,pdf,1,0,0,13,0,0,1,0.02,0.03,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.18,0.46,0,0,0,0,0.8,2,1,0.02,2567,1,1,quarantine,0.91,0,1,0,0,1,2567,0,0,0,0,0,0.07,1,0,0.85,0.89,0.87,document_download,pass,pass,pass,1,No Action
email_069,0.86,0.08,0.03,0.20,1,0,1723,0,0.14,24,1,none,0,0,0,10,0,0,2,0.03,0.04,0,0,0,1,0,0,0,0,0,0,0.03,1,0,0,0,0.24,0.39,0,0,0,0,0,3,2,0.03,1723,1,1,reject,0.88,0,1,0,0,1,1723,0,0,0,0,0,0.09,0,1,0.82,0.86,0.84,meeting_request,pass,pass,pass,1,No Action
email_070,0.93,0.02,0.01,0.07,0,0,3567,0,0.06,17,1,docx,1,0,0,14,0,0,0,0.01,0.01,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.13,0.51,0,0,0,0,1.5,1,1,0.01,3567,1,1,quarantine,0.95,0,1,0,0,1,3567,0,0,0,0,0,0.04,1,0,0.90,0.93,0.92,document_download,pass,pass,pass,1,No Action
email_071,0.84,0.09,0.05,0.25,2,0,1178,0,0.16,26,0,none,0,0,0,15,0,0,3,0.05,0.06,0,0,0,1,0,0,0,0,0,0,0.05,1,1,0,0,0.30,0.35,0,0,0,0,0,4,3,0.05,1178,1,1,reject,0.82,0,1,0,0,1,1178,0,0,0,0,0,0.10,0,0,0.78,0.82,0.80,none,pass,pass,pass,1,No Action
email_072,0.91,0.04,0.01,0.11,0,0,2678,0,0.09,19,1,xlsx,1,0,0,8,0,0,1,0.01,0.02,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.15,0.48,0,0,0,0,1.2,2,1,0.01,2678,1,1,quarantine,0.93,0,1,0,0,1,2678,0,0,0,0,0,0.05,1,0,0.87,0.91,0.89,document_download,pass,pass,pass,1,No Action
email_073,0.88,0.06,0.02,0.18,1,0,1923,0,0.12,23,1,none,0,0,0,12,0,0,1,0.02,0.03,0,0,0,1,0,0,0,0,0,0,0.02,0,0,0,0,0.21,0.41,0,0,0,0,0,2,1,0.02,1923,1,1,reject,0.90,0,1,0,0,1,1923,0,0,0,0,0,0.08,0,1,0.84,0.88,0.86,meeting_request,pass,pass,pass,1,No Action
email_074,0.94,0.02,0.00,0.05,0,0,3912,0,0.04,16,1,pdf,1,0,0,11,0,0,0,0.00,0.01,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.12,0.52,0,0,0,0,1.7,1,1,0.00,3912,1,1,quarantine,0.96,0,1,0,0,1,3912,0,0,0,0,0,0.03,1,0,0.91,0.94,0.93,document_download,pass,pass,pass,1,No Action
email_075,0.83,0.10,0.05,0.27,2,0,1034,0,0.17,27,0,none,0,0,0,17,0,0,3,0.05,0.06,0,0,0,2,0,0,0,0,0,0,0.05,1,1,0,0,0.32,0.33,0,0,0,0,0,4,3,0.05,1034,1,1,reject,0.80,0,0,0,0,1,1034,0,0,0,0,0,0.10,0,1,0.77,0.81,0.79,none,pass,pass,pass,1,No Action
email_076,0.90,0.05,0.02,0.13,0,0,2345,0,0.10,20,1,docx,1,0,0,9,0,0,1,0.02,0.03,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.17,0.46,0,0,0,0,0.9,2,1,0.02,2345,1,1,quarantine,0.92,0,1,0,0,1,2345,0,0,0,0,0,0.06,1,0,0.86,0.90,0.88,document_download,pass,pass,pass,1,No Action
email_077,0.87,0.07,0.03,0.19,1,0,1856,0,0.13,23,1,none,0,0,0,14,0,0,2,0.03,0.04,0,0,0,1,0,0,0,0,0,0,0.03,1,0,0,0,0.23,0.39,0,0,0,0,0,3,2,0.03,1856,1,1,reject,0.89,0,1,0,0,1,1856,0,0,0,0,0,0.08,0,0,0.83,0.87,0.85,meeting_request,pass,pass,pass,1,No Action
email_078,0.95,0.01,0.00,0.04,0,0,4089,0,0.03,15,1,xlsx,1,0,0,10,0,0,0,0.00,0.01,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.11,0.53,0,0,0,0,2.0,1,1,0.00,4089,1,1,quarantine,0.97,0,1,0,0,1,4089,0,0,0,0,0,0.02,1,0,0.93,0.96,0.95,document_download,pass,pass,pass,1,No Action
email_079,0.82,0.12,0.06,0.28,2,0,876,0,0.18,28,0,none,0,0,0,16,1,0,3,0.06,0.07,0,0,0,2,0.1,0,0,0,0,0,0.06,2,1,0,0,0.33,0.32,0,0,0,0,0,4,3,0.06,876,1,1,reject,0.78,0,0,0,0,1,876,0,0,0,0,0,0.11,0,1,0.76,0.80,0.78,none,pass,pass,pass,1,No Action
email_080,0.91,0.04,0.01,0.12,0,0,2789,0,0.10,20,1,pdf,1,0,0,15,0,0,1,0.01,0.02,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.16,0.47,0,0,0,0,1.0,2,1,0.01,2789,1,1,quarantine,0.93,0,1,0,0,1,2789,0,0,0,0,0,0.05,1,0,0.87,0.91,0.89,document_download,pass,pass,pass,1,No Action
email_081,0.77,0.17,0.10,0.38,4,0,456,0,0.25,32,0,none,0,0,0,19,1,0,5,0.10,0.11,0,0,0,3,0.2,0,0,0,0,0,0.10,3,2,1,1,0.42,0.28,0,0,0,0,0,6,5,0.10,456,1,1,reject,0.76,0,0,0,0,1,456,0,0,0,0,0,0.11,0,1,0.76,0.76,0.76,none,pass,pass,pass,1,No Action
email_082,0.78,0.16,0.09,0.36,4,0,512,0,0.24,31,0,none,0,0,0,18,1,0,5,0.09,0.10,0,0,0,3,0.2,0,0,0,0,0,0.09,3,2,1,0,0.40,0.29,0,0,0,0,0,6,4,0.09,512,1,1,reject,0.76,0,0,0,0,1,512,0,0,0,0,0,0.11,0,0,0.76,0.77,0.76,none,pass,pass,pass,1,No Action
email_083,0.79,0.15,0.08,0.35,3,0,589,0,0.23,30,0,none,0,0,0,17,1,0,4,0.09,0.10,0,0,0,3,0.1,0,0,0,0,0,0.09,2,2,1,0,0.38,0.30,0,0,0,0,0,5,4,0.09,589,1,1,reject,0.76,0,0,0,0,1,589,0,0,0,0,0,0.11,0,1,0.76,0.78,0.77,none,pass,pass,pass,1,No Action
email_084,0.80,0.14,0.07,0.34,3,0,643,0,0.22,29,0,none,0,0,0,16,1,0,4,0.08,0.09,0,0,0,3,0.1,0,0,0,0,0,0.08,2,1,1,0,0.37,0.31,0,0,0,0,0,5,4,0.08,643,1,1,reject,0.77,0,0,0,0,1,643,0,0,0,0,0,0.11,0,0,0.76,0.79,0.77,none,pass,pass,pass,1,No Action
email_085,0.77,0.16,0.09,0.37,4,0,478,0,0.24,32,0,none,0,0,0,18,1,0,5,0.10,0.11,0,0,0,3,0.2,0,0,0,0,0,0.10,3,2,1,1,0.41,0.28,0,0,0,0,0,6,5,0.10,478,1,1,reject,0.76,0,0,0,0,1,478,0,0,0,0,0,0.11,0,1,0.76,0.76,0.76,none,pass,pass,pass,1,No Action
email_086,0.78,0.15,0.08,0.35,3,0,534,0,0.23,31,0,none,0,0,0,17,1,0,4,0.09,0.10,0,0,0,3,0.1,0,0,0,0,0,0.09,2,2,1,0,0.39,0.30,0,0,0,0,0,5,4,0.09,534,1,1,reject,0.76,0,0,0,0,1,534,0,0,0,0,0,0.11,0,0,0.76,0.77,0.76,none,pass,pass,pass,1,No Action
email_087,0.79,0.14,0.07,0.33,3,0,611,0,0.21,29,0,none,0,0,0,16,1,0,4,0.08,0.09,0,0,0,3,0.1,0,0,0,0,0,0.08,2,1,1,0,0.36,0.31,0,0,0,0,0,5,4,0.08,611,1,1,reject,0.77,0,0,0,0,1,611,0,0,0,0,0,0.11,0,1,0.76,0.78,0.77,none,pass,pass,pass,1,No Action
email_088,0.80,0.13,0.07,0.32,3,0,698,0,0.20,28,0,none,0,0,0,15,0,0,3,0.07,0.08,0,0,0,2,0.1,0,0,0,0,0,0.07,2,1,0,0,0.35,0.32,0,0,0,0,0,4,3,0.07,698,1,1,reject,0.78,0,0,0,0,1,698,0,0,0,0,0,0.11,0,0,0.76,0.79,0.78,none,pass,pass,pass,1,No Action
email_089,0.81,0.12,0.06,0.31,2,0,754,0,0.19,27,0,none,0,0,0,16,0,0,3,0.07,0.08,0,0,0,2,0,0,0,0,0,0,0.07,1,1,0,0,0.34,0.33,0,0,0,0,0,4,3,0.07,754,1,1,reject,0.78,0,0,0,0,1,754,0,0,0,0,0,0.11,0,1,0.77,0.80,0.78,none,pass,pass,pass,1,No Action
email_090,0.77,0.17,0.10,0.39,4,0,423,0,0.26,33,0,none,0,0,0,19,1,0,5,0.11,0.12,0,0,0,4,0.2,0,0,0,0,0,0.11,3,2,1,1,0.43,0.27,0,0,0,0,0,6,5,0.11,423,1,1,reject,0.76,0,0,0,0,1,423,0,0,0,0,0,0.11,0,0,0.76,0.76,0.76,none,pass,pass,pass,1,No Action
email_091,0.78,0.16,0.09,0.36,4,0,489,0,0.24,31,0,none,0,0,0,18,1,0,5,0.09,0.10,0,0,0,3,0.2,0,0,0,0,0,0.09,3,2,1,0,0.40,0.29,0,0,0,0,0,6,4,0.09,489,1,1,reject,0.76,0,0,0,0,1,489,0,0,0,0,0,0.11,0,1,0.76,0.77,0.76,none,pass,pass,pass,1,No Action
email_092,0.79,0.15,0.08,0.34,3,0,567,0,0.22,30,0,none,0,0,0,17,1,0,4,0.09,0.10,0,0,0,3,0.1,0,0,0,0,0,0.09,2,2,1,0,0.38,0.30,0,0,0,0,0,5,4,0.09,567,1,1,reject,0.77,0,0,0,0,1,567,0,0,0,0,0,0.11,0,0,0.76,0.78,0.77,none,pass,pass,pass,1,No Action
email_093,0.80,0.14,0.07,0.33,3,0,632,0,0.21,29,0,none,0,0,0,16,1,0,4,0.08,0.09,0,0,0,3,0.1,0,0,0,0,0,0.08,2,1,1,0,0.37,0.31,0,0,0,0,0,5,4,0.08,632,1,1,reject,0.77,0,0,0,0,1,632,0,0,0,0,0,0.11,0,1,0.76,0.79,0.77,none,pass,pass,pass,1,No Action
email_094,0.81,0.13,0.06,0.31,2,0,721,0,0.19,28,0,none,0,0,0,15,0,0,3,0.07,0.08,0,0,0,2,0.1,0,0,0,0,0,0.07,2,1,0,0,0.35,0.32,0,0,0,0,0,4,3,0.07,721,1,1,reject,0.78,0,0,0,0,1,721,0,0,0,0,0,0.11,0,0,0.77,0.80,0.78,none,pass,pass,pass,1,No Action
email_095,0.77,0.17,0.10,0.38,4,0,445,0,0.25,32,0,none,0,0,0,19,1,0,5,0.10,0.11,0,0,0,3,0.2,0,0,0,0,0,0.10,3,2,1,1,0.42,0.28,0,0,0,0,0,6,5,0.10,445,1,1,reject,0.76,0,0,0,0,1,445,0,0,0,0,0,0.11,0,1,0.76,0.76,0.76,none,pass,pass,pass,1,No Action
email_096,0.78,0.15,0.09,0.35,3,0,523,0,0.23,31,0,none,0,0,0,18,1,0,4,0.09,0.10,0,0,0,3,0.2,0,0,0,0,0,0.09,3,2,1,0,0.39,0.29,0,0,0,0,0,5,4,0.09,523,1,1,reject,0.76,0,0,0,0,1,523,0,0,0,0,0,0.11,0,0,0.76,0.77,0.76,none,pass,pass,pass,1,No Action
email_097,0.79,0.14,0.08,0.34,3,0,587,0,0.22,30,0,none,0,0,0,17,1,0,4,0.08,0.09,0,0,0,3,0.1,0,0,0,0,0,0.08,2,2,1,0,0.38,0.30,0,0,0,0,0,5,4,0.08,587,1,1,reject,0.77,0,0,0,0,1,587,0,0,0,0,0,0.11,0,1,0.76,0.78,0.77,none,pass,pass,pass,1,No Action
email_098,0.80,0.13,0.07,0.32,3,0,676,0,0.20,28,0,none,0,0,0,16,0,0,3,0.07,0.08,0,0,0,2,0.1,0,0,0,0,0,0.07,2,1,0,0,0.36,0.31,0,0,0,0,0,4,3,0.07,676,1,1,reject,0.78,0,0,0,0,1,676,0,0,0,0,0,0.11,0,0,0.77,0.79,0.78,none,pass,pass,pass,1,No Action
email_099,0.81,0.12,0.06,0.30,2,0,743,0,0.19,27,0,none,0,0,0,15,0,0,3,0.06,0.07,0,0,0,2,0,0,0,0,0,0,0.06,1,1,0,0,0.33,0.33,0,0,0,0,0,4,3,0.06,743,1,1,reject,0.79,0,0,0,0,1,743,0,0,0,0,0,0.11,0,1,0.77,0.80,0.79,none,pass,pass,pass,1,No Action
email_100,0.77,0.17,0.10,0.39,4,0,412,0,0.26,33,0,none,0,0,0,19,1,0,5,0.11,0.12,0,0,0,4,0.2,0,0,0,0,0,0.11,3,2,1,1,0.43,0.27,0,0,0,0,0,6,5,0.11,412,1,1,reject,0.76,0,0,0,0,1,412,0,0,0,0,0,0.11,0,0,0.76,0.76,0.76,none,pass,pass,pass,1,No Action
